Data da Coleta,Amostra,Motivo,Município,Sistema,Chuva nas Últimas 48h,Cloro Residual Livre (mg/L),Turbidez (uT),Cor Aparente (uH),pH,Coliformes Totais,E. Coli,Fluoretação
20 de jan. de 2026,26071800001,Rotina,Jacaré dos Homens,SAA DE PAO DE ACUCAR URBANO,Sim,0.5,,,,Ausente,Ausente,Não
20 de jan. de 2026,260903000005,Rotina,Canapi,SAC DE CANAPI VEICULO TRANSPORTADOR,Sim,2.38,1.36,1,,Ausente,Ausente,Não
20 de jan. de 2026,260903000001,Rotina,Canapi,SAA DE DELMIRO GOUVEIA ADUTORAA,Sim,0.3,1.6,2,,Presente,Ausente,Não
20 de jan. de 2026,260108000010,Rotina,Maceió,SAA MACEIO JARDIM DOS LIRIOS,Não,0.2,0,,,Ausente,Ausente,Não
20 de jan. de 2026,JAC 14,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Sim,2,,,,Sem Informações,Sem Informações,Não
20 de jan. de 2026,260903000002,Rotina,Canapi,SAA DE DELMIRO GOUVEIA ADUTORAA,Sim,0.2,1.6,1,,Presente,Presente,Não
20 de jan. de 2026,INP 05,Rotina,Inhapi,SAA DE DELMIRO GOUVEIA ADUTORAA,Sim,0.5,,,,Sem Informações,Sem Informações,Não
20 de jan. de 2026,260808000004,Rotina,Maribondo,SAC DE MARIBONDO CHAFARIZ MATADOURO,Não,,3.48,,,Ausente,Ausente,Não
20 de jan. de 2026,260903000003,Rotina,Canapi,SAA DE DELMIRO GOUVEIA ADUTORAA,Sim,1,1.53,1,,Presente,Presente,Não
20 de jan. de 2026,260903000004,Rotina,Canapi,SAA DE DELMIRO GOUVEIA ADUTORAA,Sim,0.2,1.67,1,,Presente,Ausente,Não
20 de jan. de 2026,FLX 14,Rotina,Flexeiras,SAA DE FLEIXEIRAS CIDADE SEDE AGUAS DE FLEXEIRAS SPE SA,Sim,1.5,,,,Sem Informações,Sem Informações,Não
20 de jan. de 2026,JAC 15,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Sim,1.5,,,,Sem Informações,Sem Informações,Não
20 de jan. de 2026,260211000010,Rotina,Porto de Pedras,SAC DE PORTO DE PEDRAS AGUA SALINAS,Não,,0.88,,,Ausente,Ausente,Não
20 de jan. de 2026,260211000008,Rotina,Porto de Pedras,SAC DE PORTO DE PEDRAS CHAFARIZ DA FONTE,Não,,0.81,,,Presente,Presente,Não
20 de jan. de 2026,260613000008,Rotina,Porto Real do Colégio,SAC DE PORTO REAL DO COLEGIO MARABINHA,Sim,,1.7,,,Ausente,Ausente,Não
20 de jan. de 2026,QBG 004,Rotina,Quebrangulo,SAA DE QUEBRANGULO SEDE,Não,2.75,,,,Sem Informações,Sem Informações,Não
20 de jan. de 2026,260613000009,Rotina,Porto Real do Colégio,SAC DE PORTO REAL DO COLEGIO SALOMEZINHO,Sim,,0.6,,,Ausente,Ausente,Não
20 de jan. de 2026,JAC 16,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Sim,1,,,,Sem Informações,Sem Informações,Não
20 de jan. de 2026,260211000007,Rotina,Porto de Pedras,SAC PORTO DE PEDRAS CACIMBA DO LERO,Não,,1.84,,,Ausente,Ausente,Não
20 de jan. de 2026,260211000006,Rotina,Porto de Pedras,SAC PORTO DE PEDRAS CHAFARIZ CANTINHO DO DENDE,Não,,0.92,,,Presente,Ausente,Não
20 de jan. de 2026,260211000009,Rotina,Porto de Pedras,SAA DE PORTO DE PEDRAS URBANO,Não,2.99,3.84,,,Sem Informações,Sem Informações,Não
20 de jan. de 2026,260808000001,Rotina,Maribondo,SAI DE MARIBONDO GRUPO MATADOURO,Não,,2.62,,,Ausente,Ausente,Não
20 de jan. de 2026,260808000005,Rotina,Maribondo,SAI DE MARIBONDO GRUPO MATADOURO,Não,,2.9,,,Ausente,Ausente,Não
20 de jan. de 2026,JAC 17,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Sim,1,,,,Sem Informações,Sem Informações,Não
20 de jan. de 2026,JAC 19,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Sim,1,,,,Sem Informações,Sem Informações,Não
20 de jan. de 2026,JAC 18,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Sim,1,,,,Sem Informações,Sem Informações,Não
20 de jan. de 2026,261010000001,Rotina,Inhapi,SAA DE DELMIRO GOUVEIA ADUTORAA,Sim,0.5,2.68,4,,Ausente,Ausente,Não
20 de jan. de 2026,261010000002,Rotina,Inhapi,SAA DE DELMIRO GOUVEIA ADUTORAA,Sim,0.8,0.84,1,,Presente,Ausente,Não
20 de jan. de 2026,261010000003,Rotina,Inhapi,SAA DE DELMIRO GOUVEIA ADUTORAA,Sim,0.8,0.92,1,,Ausente,Ausente,Não
20 de jan. de 2026,PCL 07,Rotina,Paulo Jacinto,SAA DE PAULO JACINTO URBANO CASAL,Não,1.5,0.67,,,Sem Informações,Sem Informações,Não
20 de jan. de 2026,2671800002,Rotina,Jacaré dos Homens,SAA DE PAO DE ACUCAR URBANO,Sim,0.5,,,,Ausente,Ausente,Não
20 de jan. de 2026,261010000005,Rotina,Inhapi,SAA DE DELMIRO GOUVEIA ADUTORAA,Sim,0.5,0.84,1,,Ausente,Ausente,Não
20 de jan. de 2026,261010000004,Rotina,Inhapi,SAA DE DELMIRO GOUVEIA ADUTORAA,Sim,0.5,0.7,1,,Ausente,Ausente,Não
20 de jan. de 2026,INP 01,Rotina,Inhapi,SAA DE DELMIRO GOUVEIA ADUTORAA,Sim,0.5,,,,Sem Informações,Sem Informações,Não
20 de jan. de 2026,INP 02,Rotina,Inhapi,SAA DE DELMIRO GOUVEIA ADUTORAA,Sim,0.8,,,,Sem Informações,Sem Informações,Não
20 de jan. de 2026,INP 04,Rotina,Inhapi,SAA DE DELMIRO GOUVEIA ADUTORAA,Sim,0.5,,,,Sem Informações,Sem Informações,Não
19 de jan. de 2026,260720000013,Rotina,Arapiraca,SAA DE ARAPIRACAA,Não,1,0.2,,,Ausente,Ausente,Não
19 de jan. de 2026,CAR 002,Rotina,Carneiros,SAA DE PAO DE ACUCAR URBANO,Não,0.8,,,,Sem Informações,Sem Informações,Não
19 de jan. de 2026,CAR 004,Rotina,Carneiros,SAA DE PAO DE ACUCAR URBANO,Não,0.3,,,,Sem Informações,Sem Informações,Não
19 de jan. de 2026,260919000004,Rotina,Dois Riachos,SAA DE PAO DE ACUCAR URBANO,Não,1,0.1,,,Ausente,Ausente,Não
19 de jan. de 2026,CAR 003,Rotina,Carneiros,SAA DE PAO DE ACUCAR URBANO,Não,1,,,,Sem Informações,Sem Informações,Não
19 de jan. de 2026,260415000006,Rotina,Quebrangulo,SAA DE QUEBRANGULO SEDE,Não,,4.79,17,,Ausente,Ausente,Não
19 de jan. de 2026,260402000007,Rotina,Mar Vermelho,SAA DE MAR VERMELHO SEDE CASAL,Não,2,1.08,2,,Ausente,Ausente,Não
19 de jan. de 2026,260415000008,Rotina,Quebrangulo,SAA DE QUEBRANGULO SEDE,Não,,2.15,8,,Ausente,Ausente,Não
19 de jan. de 2026,260402000009,Rotina,Mar Vermelho,SAA DE MAR VERMELHO SEDE CASAL,Não,0.3,13,60,,Ausente,Ausente,Não
19 de jan. de 2026,260415000007,Rotina,Quebrangulo,SAA DE QUEBRANGULO SEDE,Não,,3.77,14,,Ausente,Ausente,Não
19 de jan. de 2026,260133000007,Rotina,Marechal Deodoro,SAA DE MARECHAL DEODORO - JOSE DIAS,Não,0,1,1,,Ausente,Ausente,Não
19 de jan. de 2026,260415000010,Rotina,Quebrangulo,SAA DE QUEBRANGULO SEDE,Não,,2.7,10,,Ausente,Ausente,Não
19 de jan. de 2026,260402000010,Rotina,Mar Vermelho,SAA DE MAR VERMELHO SEDE CASAL,Não,1,1.54,4,,Ausente,Ausente,Não
19 de jan. de 2026,SB 09,Rotina,São Brás,SAA DE SAO BRAS URBANO,Sim,1.5,1.8,,,Sem Informações,Sem Informações,Não
19 de jan. de 2026,SB 10,Rotina,São Brás,SAA DE SAO BRAS URBANO,Sim,2,1.55,,,Sem Informações,Sem Informações,Não
19 de jan. de 2026,260133000006,Rotina,Marechal Deodoro,SAA DE MARECHAL DEODORO - JOSE DIAS,Não,0.95,0.76,1,,Ausente,Ausente,Não
19 de jan. de 2026,SB 11,Rotina,São Brás,SAA DE SAO BRAS URBANO,Sim,2,1.57,,,Sem Informações,Sem Informações,Não
19 de jan. de 2026,260133000009,Rotina,Marechal Deodoro,SAA DE MARECHAL DEODORO RESIDENCIAL MARIA GISLENE MATHEUS,Não,1.81,1.06,1,,Ausente,Ausente,Não
19 de jan. de 2026,260133000010,Rotina,Marechal Deodoro,SAA DE MARECHAL DEODORO RESIDENCIAL MARIA GISLENE MATHEUS,Não,2,1.05,1,,Presente,Ausente,Não
19 de jan. de 2026,260715000012,Rotina,Traipu,SAA DE TRAIPU URBANO,Não,1,0.2,,,Ausente,Ausente,Não
19 de jan. de 2026,260715000014,Rotina,Traipu,SAA DE TRAIPU URBANO,Não,1,0.1,,,Ausente,Ausente,Não
19 de jan. de 2026,260715000015,Rotina,Traipu,SAA DE TRAIPU URBANO,Não,1,0.1,,,Ausente,Ausente,Não
19 de jan. de 2026,260807000005,Rotina,Igaci,SAA DE ARAPIRACAA,Não,,0.1,,,Ausente,Ausente,Não
19 de jan. de 2026,MCZ028,Rotina,Maceió,SAA MACEIO JARDIM FEITOSA,Não,0.02,,,,Sem Informações,Sem Informações,Não
19 de jan. de 2026,260726000006,Rotina,Batalha,SAA DE PAO DE ACUCAR URBANO,Não,,0.34,,,Ausente,Ausente,Não
19 de jan. de 2026,260720000011,Rotina,Arapiraca,SAA DE ARAPIRACAA,Não,1,0.8,,,Ausente,Ausente,Não
19 de jan. de 2026,260726000007,Rotina,Batalha,SAA DE PAO DE ACUCAR URBANO,Não,,0.64,,,Ausente,Ausente,Não
19 de jan. de 2026,MCZ029,Rotina,Maceió,SAA MACEIO RESIDENCIAL VALE DO SOL,Não,0,,,,Sem Informações,Sem Informações,Não
19 de jan. de 2026,260720000012,Rotina,Arapiraca,SAA DE ARAPIRACAA,Não,1,0.8,,,Ausente,Ausente,Não
19 de jan. de 2026,CAR 005,Rotina,Carneiros,SAA DE PAO DE ACUCAR URBANO,Não,1.5,,,,Sem Informações,Sem Informações,Não
19 de jan. de 2026,260915000007,Rotina,Olho d'Água das Flores,SAA DE PAO DE ACUCAR URBANO,Não,0.2,0.6,,,Presente,Ausente,Não
19 de jan. de 2026,260915000006,Rotina,Olho d'Água das Flores,SAA DE PAO DE ACUCAR URBANO,Não,0.2,0.1,,,Ausente,Ausente,Não
19 de jan. de 2026,260915000008,Rotina,Olho d'Água das Flores,SAA DE PAO DE ACUCAR URBANO,Não,0.2,0.1,,,Presente,Ausente,Não
19 de jan. de 2026,260915000009,Rotina,Olho d'Água das Flores,SAA DE PAO DE ACUCAR URBANO,Não,0.2,0.1,,,Ausente,Ausente,Não
19 de jan. de 2026,260915000010,Rotina,Olho d'Água das Flores,SAA DE PAO DE ACUCAR URBANO,Não,0.2,0.1,,,Ausente,Ausente,Não
19 de jan. de 2026,260720000015,Rotina,Arapiraca,SAA DE ARAPIRACAA,Não,1,0.2,,,Ausente,Ausente,Não
19 de jan. de 2026,260720000014,Rotina,Arapiraca,SAA DE ARAPIRACAA,Não,1,0.8,,,Ausente,Ausente,Não
19 de jan. de 2026,260807000002,Rotina,Igaci,SAC DE IGACI FONTE GRANDE,Não,,5,,,Ausente,Ausente,Não
19 de jan. de 2026,260108000007,Rotina,Maceió,SAA MACEIO AMORJAC,Não,0,2.85,,,Presente,Ausente,Não
19 de jan. de 2026,260807000003,Rotina,Igaci,SAC DE IGACI JATOBA,Não,,1.1,,,Ausente,Ausente,Não
19 de jan. de 2026,260807000001,Rotina,Igaci,SAC DE IGACI POCO DO LINDUARTE,Não,,0.5,,,Ausente,Ausente,Não
19 de jan. de 2026,260807000004,Rotina,Igaci,SAC DE IGACI POCO DA JANGADA,Não,,0.4,,,Ausente,Ausente,Não
19 de jan. de 2026,260919000001,Rotina,Dois Riachos,SAA DE PAO DE ACUCAR URBANO,Não,1.23,0.1,,,Ausente,Ausente,Não
19 de jan. de 2026,260720000017,Rotina,Arapiraca,SAA DE ARAPIRACAA,Não,1,1,,,Presente,Ausente,Não
19 de jan. de 2026,260919000003,Rotina,Dois Riachos,SAA DE PAO DE ACUCAR URBANO,Não,1.35,0.6,,,Ausente,Ausente,Não
19 de jan. de 2026,260919000002,Rotina,Dois Riachos,SAA DE PAO DE ACUCAR URBANO,Não,1.05,0.1,,,Ausente,Ausente,Não
19 de jan. de 2026,260715000013,Rotina,Traipu,SAA DE TRAIPU URBANO,Não,1,0.1,,,Ausente,Ausente,Não
19 de jan. de 2026,260133000008,Rotina,Marechal Deodoro,SAA DE MARECHAL DEODORO RESIDENCIAL MARIA GISLENE MATHEUS,Não,1.96,0.94,1,,Presente,Ausente,Não
19 de jan. de 2026,260919000009,Rotina,Dois Riachos,SAA DE PAO DE ACUCAR URBANO,Não,1.5,0.1,,,Ausente,Ausente,Não
19 de jan. de 2026,260715000011,Rotina,Traipu,SAC DE TRAIPU VEICULO TRANSPORTADOR,Não,1.5,0.5,,,Ausente,Ausente,Não
19 de jan. de 2026,260720000016,Rotina,Arapiraca,SAA DE ARAPIRACAA,Não,1,1,,,Ausente,Ausente,Não
19 de jan. de 2026,260720000019,Rotina,Arapiraca,SAA DE ARAPIRACAA,Não,1,0.2,,,Ausente,Ausente,Não
19 de jan. de 2026,260720000018,Rotina,Arapiraca,SAA DE ARAPIRACAA,Não,1,0.4,,,Ausente,Ausente,Não
19 de jan. de 2026,261007000006,Rotina,Delmiro Gouveia,SAA DE DELMIRO GOUVEIA ADUTORAA,Não,1.5,2.2,8,,Ausente,Ausente,Não
19 de jan. de 2026,261007000007,Rotina,Delmiro Gouveia,SAA DE DELMIRO GOUVEIA ADUTORAA,Não,0.8,3.1,0,,Ausente,Ausente,Não
19 de jan. de 2026,261007000009,Rotina,Delmiro Gouveia,SAA DE DELMIRO GOUVEIA ADUTORAA,Não,2,7.8,0,,Ausente,Ausente,Não
19 de jan. de 2026,260415000009,Rotina,Quebrangulo,SAA DE QUEBRANGULO SEDE,Não,,3.69,10,,Ausente,Ausente,Não
19 de jan. de 2026,260921000001,Rotina,Carneiros,SAA DE PAO DE ACUCAR URBANO,Não,1.5,1.7,,,Ausente,Ausente,Não
19 de jan. de 2026,260921000002,Rotina,Carneiros,SAA DE PAO DE ACUCAR URBANO,Não,0.8,0.4,,,Ausente,Ausente,Não
19 de jan. de 2026,260402000008,Rotina,Mar Vermelho,SAA DE MAR VERMELHO SEDE CASAL,Não,1,2.01,4,,Presente,Ausente,Não
19 de jan. de 2026,260921000003,Rotina,Carneiros,SAA DE PAO DE ACUCAR URBANO,Não,1,0.6,,,Ausente,Ausente,Não
19 de jan. de 2026,261007000008,Rotina,Delmiro Gouveia,SAA DE DELMIRO GOUVEIA ADUTORAA,Não,2,7.8,0,,Ausente,Ausente,Não
19 de jan. de 2026,261007000010,Rotina,Delmiro Gouveia,SAA DE DELMIRO GOUVEIA ADUTORAA,Não,1.5,3.9,0,,Ausente,Ausente,Não
19 de jan. de 2026,260921000005,Rotina,Carneiros,SAA DE PAO DE ACUCAR URBANO,Não,1.5,1,,,Ausente,Ausente,Não
19 de jan. de 2026,260921000004,Rotina,Carneiros,SAA DE PAO DE ACUCAR URBANO,Não,0.3,0.6,,,Ausente,Ausente,Não
19 de jan. de 2026,260720000020,Rotina,Arapiraca,SAA DE ARAPIRACAA,Não,,0.2,,,Ausente,Ausente,Não
19 de jan. de 2026,260402000006,Rotina,Mar Vermelho,SAA DE MAR VERMELHO SEDE CASAL,Não,2,1.22,2,,Ausente,Ausente,Não
19 de jan. de 2026,260925000006,Rotina,São José da Tapera,SAA DE PAO DE ACUCAR URBANO,Não,0.2,0.1,,,Ausente,Ausente,Não
19 de jan. de 2026,260925000008,Rotina,São José da Tapera,SAA DE PAO DE ACUCAR URBANO,Não,2,0.1,,,Ausente,Ausente,Não
19 de jan. de 2026,260925000009,Rotina,São José da Tapera,SAA DE PAO DE ACUCAR URBANO,Não,2,0.3,,,Ausente,Ausente,Não
19 de jan. de 2026,260925000010,Rotina,São José da Tapera,SAA DE PAO DE ACUCAR URBANO,Não,2,0.1,,,Ausente,Ausente,Não
19 de jan. de 2026,CAR 001,Rotina,Carneiros,SAA DE PAO DE ACUCAR URBANO,Não,1.5,,,,Sem Informações,Sem Informações,Não
19 de jan. de 2026,260925000007,Rotina,São José da Tapera,SAA DE PAO DE ACUCAR URBANO,Não,1.5,0.2,,,Ausente,Ausente,Não
16 de jan. de 2026,OAF 20,Rotina,Olho d'Água das Flores,SAA DE PAO DE ACUCAR URBANO,Não,1.5,1.91,,,Sem Informações,Sem Informações,Não
16 de jan. de 2026,TET 010,Rotina,Teotônio Vilela,SAA DE TEOTONIO VILELA SITIO TEIXEIRA E URBANO,Não,1.3,,,,Sem Informações,Sem Informações,Não
16 de jan. de 2026,OAF 17,Rotina,Olho d'Água das Flores,SAA DE PAO DE ACUCAR URBANO,Não,2,0.56,,,Sem Informações,Sem Informações,Não
16 de jan. de 2026,OAF 19,Rotina,Olho d'Água das Flores,SAA DE PAO DE ACUCAR URBANO,Não,1.5,0.84,,,Sem Informações,Sem Informações,Não
16 de jan. de 2026,TET 006,Rotina,Teotônio Vilela,SAA DE TEOTONIO VILELA SITIO TEIXEIRA E URBANO,Não,1.2,,,,Sem Informações,Sem Informações,Não
16 de jan. de 2026,TET 007,Rotina,Teotônio Vilela,SAA DE TEOTONIO VILELA SITIO TEIXEIRA E URBANO,Não,1.1,,,,Sem Informações,Sem Informações,Não
16 de jan. de 2026,TET 008,Rotina,Teotônio Vilela,SAA DE TEOTONIO VILELA SITIO TEIXEIRA E URBANO,Não,1,,,,Sem Informações,Sem Informações,Não
16 de jan. de 2026,TET 009,Rotina,Teotônio Vilela,SAA DE TEOTONIO VILELA SITIO TEIXEIRA E URBANO,Não,1.2,,,,Sem Informações,Sem Informações,Não
16 de jan. de 2026,JAC 08,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Não,2,,,,Sem Informações,Sem Informações,Não
16 de jan. de 2026,JAC 09,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Não,1.5,,,,Sem Informações,Sem Informações,Não
16 de jan. de 2026,JAC 10,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Não,1.5,,,,Sem Informações,Sem Informações,Não
16 de jan. de 2026,JAC 11,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Não,1.5,,,,Sem Informações,Sem Informações,Não
16 de jan. de 2026,JAC 12,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Não,1.5,,,,Sem Informações,Sem Informações,Não
16 de jan. de 2026,JAC 13,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Não,1.5,,,,Sem Informações,Sem Informações,Não
16 de jan. de 2026,MCZ027,Rotina,Maceió,SAC MACEIO PATIO MACEIO,Não,0.5,,,,Sem Informações,Sem Informações,Não
16 de jan. de 2026,OAF 12,Rotina,Olho d'Água das Flores,SAA DE PAO DE ACUCAR URBANO,Não,1.5,0.7,,,Sem Informações,Sem Informações,Não
16 de jan. de 2026,OAF 11,Rotina,Olho d'Água das Flores,SAA DE PAO DE ACUCAR URBANO,Não,1.5,0.47,,,Sem Informações,Sem Informações,Não
16 de jan. de 2026,OAF 14,Rotina,Olho d'Água das Flores,SAA DE PAO DE ACUCAR URBANO,Não,1.5,1.05,,,Sem Informações,Sem Informações,Não
16 de jan. de 2026,OAF 15,Rotina,Olho d'Água das Flores,SAA DE PAO DE ACUCAR URBANO,Não,1.5,1.2,,,Sem Informações,Sem Informações,Não
16 de jan. de 2026,OAF 16,Rotina,Olho d'Água das Flores,SAA DE PAO DE ACUCAR URBANO,Não,1.5,0.37,,,Sem Informações,Sem Informações,Não
16 de jan. de 2026,OAF 13,Rotina,Olho d'Água das Flores,SAA DE PAO DE ACUCAR URBANO,Não,1.5,0.28,,,Sem Informações,Sem Informações,Não
16 de jan. de 2026,OAF 18,Rotina,Olho d'Água das Flores,SAA DE PAO DE ACUCAR URBANO,Não,2,1.62,,,Sem Informações,Sem Informações,Não
15 de jan. de 2026,260208000001,Rotina,Porto Calvo,SAA DE PORTO CALVO URBANO,Não,1.5,17.5,3,,Sem Informações,Sem Informações,Não
15 de jan. de 2026,MCZ025,Rotina,Maceió,SAA MACEIO PORTAL DO SOL I,Não,0.2,,,,Sem Informações,Sem Informações,Não
15 de jan. de 2026,260316000002,Rotina,Branquinha,SAA DE BRANQUINHA URBANO,Sim,,0.97,0,,Presente,Sem Informações,Não
15 de jan. de 2026,260316000004,Rotina,Branquinha,SAA DE BRANQUINHA URBANO,Sim,,0.51,2,,Ausente,Ausente,Não
15 de jan. de 2026,260208000004,Rotina,Porto Calvo,SAA DE PORTO CALVO URBANO,Não,0,3.14,0,,Sem Informações,Sem Informações,Não
15 de jan. de 2026,260316000005,Rotina,Branquinha,SAA DE BRANQUINHA URBANO,Sim,,0.88,2,,Ausente,Ausente,Não
15 de jan. de 2026,260208000005,Rotina,Porto Calvo,SAA DE PORTO CALVO URBANO,Não,1.5,20.7,2,,Sem Informações,Sem Informações,Não
15 de jan. de 2026,260208000002,Rotina,Porto Calvo,SAA DE PORTO CALVO URBANO,Não,1,11,2,,Sem Informações,Sem Informações,Não
15 de jan. de 2026,260316000001,Rotina,Branquinha,SAA DE BRANQUINHA URBANO,Sim,,0.68,,,Sem Informações,Sem Informações,Não
15 de jan. de 2026,260142000001,Rotina,Santa Luzia do Norte,SAA DE SANTA LUZIA DO NORTE SEDE,Sim,,1.76,3,,Ausente,Ausente,Não
15 de jan. de 2026,260142000003,Rotina,Santa Luzia do Norte,SAA DE SANTA LUZIA DO NORTE SEDE,Sim,,2.37,11,,Ausente,Ausente,Não
15 de jan. de 2026,260142000004,Rotina,Santa Luzia do Norte,SAA DE SANTA LUZIA DO NORTE SEDE,Sim,,2.4,10,,Ausente,Ausente,Não
15 de jan. de 2026,260142000005,Rotina,Santa Luzia do Norte,SAA DE SANTA LUZIA DO NORTE SEDE,Sim,,2.4,8,,Ausente,Ausente,Não
15 de jan. de 2026,SMU06,Denúncia,Santana do Mundaú,SAA DE SANTANA DO MUNDAU URBANO,Não,1,,,,Sem Informações,Sem Informações,Não
15 de jan. de 2026,SMU07,Rotina,Santana do Mundaú,SAA DE SANTANA DO MUNDAU URBANO,Não,1,,,,Sem Informações,Sem Informações,Não
15 de jan. de 2026,SMU08,Rotina,Santana do Mundaú,SAA DE SANTANA DO MUNDAU URBANO,Não,1,,,,Sem Informações,Sem Informações,Não
15 de jan. de 2026,260142000002,Rotina,Santa Luzia do Norte,SAA DE SANTA LUZIA DO NORTE QUILOMBO,Sim,,0.1,0,,Presente,Ausente,Não
15 de jan. de 2026,SMU15,Rotina,Santana do Mundaú,SAA DE SANTANA DO MUNDAU URBANO,Não,1,,,,Sem Informações,Sem Informações,Não
15 de jan. de 2026,FLX 09,Rotina,Flexeiras,SAA DE FLEIXEIRAS CIDADE SEDE AGUAS DE FLEXEIRAS SPE SA,Sim,2,,,,Sem Informações,Sem Informações,Não
15 de jan. de 2026,FLX 10,Rotina,Flexeiras,SAA DE FLEIXEIRAS CIDADE SEDE AGUAS DE FLEXEIRAS SPE SA,Sim,1.5,,,,Sem Informações,Sem Informações,Não
15 de jan. de 2026,FLX 11,Rotina,Flexeiras,SAA DE FLEIXEIRAS CIDADE SEDE AGUAS DE FLEXEIRAS SPE SA,Sim,0.1,,,,Sem Informações,Sem Informações,Não
15 de jan. de 2026,006,Rotina,São Miguel dos Milagres,SAA DE SAO MIGUEL DOS MILAGRES URBANO,Não,1.3,,,,Sem Informações,Sem Informações,Não
15 de jan. de 2026,007,Rotina,São Miguel dos Milagres,SAA DE SAO MIGUEL DOS MILAGRES URBANO,Não,1.09,,,,Sem Informações,Sem Informações,Não
15 de jan. de 2026,008,Rotina,São Miguel dos Milagres,SAA DE SAO MIGUEL DOS MILAGRES URBANO,Não,2.05,,,,Sem Informações,Sem Informações,Não
15 de jan. de 2026,009,Rotina,São Miguel dos Milagres,SAA DE SAO MIGUEL DOS MILAGRES URBANO,Não,0.1,,,,Sem Informações,Sem Informações,Não
15 de jan. de 2026,260208000003,Rotina,Porto Calvo,SAA DE PORTO CALVO URBANO,Não,0.34,0.34,0,,Sem Informações,Sem Informações,Não
15 de jan. de 2026,010,Rotina,São Miguel dos Milagres,SAA DE SAO MIGUEL DOS MILAGRES URBANO,Não,1.41,,,,Sem Informações,Sem Informações,Não
15 de jan. de 2026,260108000004,Rotina,Maceió,SAA MACEIO ALDEBARAN ALFA,Sim,0,2.77,,,Ausente,Ausente,Não
15 de jan. de 2026,260108000005,Rotina,Maceió,SAA MACEIO ALDEBARAN BETA,Sim,0,2.2,,,Ausente,Ausente,Não
15 de jan. de 2026,260108000006,Rotina,Maceió,SAA MACEIO ALDEBARAN OMEGA,Sim,0,0,,,Ausente,Ausente,Não
15 de jan. de 2026,MCZ026,Rotina,Maceió,SAA MACEIO JARDIM DOS ANTURIOS,Não,0.3,,,,Sem Informações,Sem Informações,Não
15 de jan. de 2026,260316000003,Rotina,Branquinha,SAA DE BRANQUINHA URBANO,Sim,,1.16,1,,Ausente,Ausente,Não
14 de jan. de 2026,JAC 05,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Sim,1.5,,,,Sem Informações,Sem Informações,Não
14 de jan. de 2026,260137000001,Rotina,Paripueira,SAA DE PARIPUEIRA URBANO,Não,2,2.18,0,,Sem Informações,Sem Informações,Não
14 de jan. de 2026,260137000003,Rotina,Paripueira,SAA DE PARIPUEIRA URBANO,Não,2,2.76,0,,Sem Informações,Sem Informações,Não
14 de jan. de 2026,260402000003,Rotina,Mar Vermelho,SAA DE MAR VERMELHO SEDE CASAL,Sim,1.5,4.51,19,,Ausente,Ausente,Não
14 de jan. de 2026,260402000005,Rotina,Mar Vermelho,SAA DE MAR VERMELHO SEDE CASAL,Sim,2,5,16,,Ausente,Ausente,Não
14 de jan. de 2026,260137000002,Rotina,Paripueira,SAA DE PARIPUEIRA URBANO,Não,2,2.81,0,,Sem Informações,Sem Informações,Não
14 de jan. de 2026,JAP  05,Rotina,Japaratinga,SAA DE JAPARATINGA URBANO,Não,0.7,0.83,,,Sem Informações,Sem Informações,Não
14 de jan. de 2026,JAP  04,Rotina,Japaratinga,SAA DE JAPARATINGA URBANO,Não,0.7,0.38,,,Sem Informações,Sem Informações,Não
14 de jan. de 2026,260416000007,Rotina,Paulo Jacinto,SAA DE PAULO JACINTO URBANO CASAL,Sim,0.5,2.18,4,,Ausente,Ausente,Não
14 de jan. de 2026,JAP  02,Rotina,Japaratinga,SAA DE JAPARATINGA URBANO,Não,0.5,1.05,,,Sem Informações,Sem Informações,Não
14 de jan. de 2026,JAP  01,Rotina,Japaratinga,SAA DE JAPARATINGA URBANO,Não,0.3,3.31,,,Sem Informações,Sem Informações,Não
14 de jan. de 2026,260416000008,Rotina,Paulo Jacinto,SAA DE PAULO JACINTO URBANO CASAL,Sim,0.5,1.2,2,,Ausente,Ausente,Não
14 de jan. de 2026,260416000010,Rotina,Paulo Jacinto,SAA DE PAULO JACINTO URBANO CASAL,Sim,0.5,1.1,2,,Ausente,Ausente,Não
14 de jan. de 2026,260416000006,Rotina,Paulo Jacinto,SAA DE PAULO JACINTO URBANO CASAL,Sim,0.5,1.37,4,,Ausente,Ausente,Não
14 de jan. de 2026,260413000006,Rotina,Capela,SAA DE CAPELA URBANO CASAL,Não,0.2,0.08,3,,Ausente,Ausente,Não
14 de jan. de 2026,260610000002,Rotina,Penedo,SAA DE PENEDO URBANO,Não,1.5,0.94,0,,Ausente,Ausente,Sim
