Município,Processo,Prestadora,NC,Descrição,Status,Categoria
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 18,Ausência de identificação do poço,Sanado,Ausência de Identificação
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 19,Ausência de cerca ou muro no perímetro,Pendente,Estrutural
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 20,Ausência de macromedidor,Auto de Infração,Medição e Aferição
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 21,Ausência de identificação do poço,Sanado,Ausência de Identificação
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 22,Excesso de vegetação ao redor do poço,Sanado,Limpeza e Conservação
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 23,Ausência de macromedidor,Auto de Infração,Medição e Aferição
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 24,Ausência de identificação do poço,Sanado,Ausência de Identificação
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 25,Ausência de cerca ou muro no perímetro,Auto de Infração,Estrutural
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 26,Ausência de macromedidor,Auto de Infração,Medição e Aferição
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 27,Não existe laje de proteção ao redor do poço,Auto de Infração,Segurança
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 28,Ausência de identificação do poço,Sanado,Ausência de Identificação
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 29,Ausência de cerca ou muro no perímetro,Sanado,Estrutural
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 30,Ausência de macromedidor,Auto de Infração,Medição e Aferição
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 31,Não existe laje de proteção ao redor do poço,Auto de Infração,Segurança
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 32,Ausência de identificação do poço,Auto de Infração,Ausência de Identificação
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 33,Excesso de vegetação ao redor do poço,Sanado,Limpeza e Conservação
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 34,Ausência de Extintor na EEAB,Auto de Infração,Segurança
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 35,Ausência de identificação do reservatório,Auto de Infração,Estrutural
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 36,Ausência de cerca ou muro no perímetro,Auto de Infração,Estrutural
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 37,Ausência do macromedidor na saída do reservatório,Auto de Infração,Medição e Aferição
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 38,Entulho no perímetro do reservatório,Auto de Infração,Estrutural
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 39,Ausência de identificação do reservatório,Auto de Infração,Estrutural
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 40,Ausência de cerca ou muro no perímetro,Auto de Infração,Estrutural
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 41,Ausência do macromedidor na saída do reservatório,Auto de Infração,Medição e Aferição
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 05,Não existe laje de proteção ao redor do poço,Auto de Infração,Segurança
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 07,Ausência de cerca ou muro no perímetro,Auto de Infração,Estrutural
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 03,Ausência de macromedidor,Auto de Infração,Medição e Aferição
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 02,Ausência de cerca ou muro no perímetro,Auto de Infração,Estrutural
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 01,Ausência de identificação do poço,Sanado,Ausência de Identificação
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 54,Ausência do macromedidor na saída do reservatório,Auto de Infração,Medição e Aferição
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 53,Ausência de identificação do reservatório,Auto de Infração,Estrutural
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 52,Corrosão das armaduras,Auto de Infração,Estrutural
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 51,Ausência de guarda-corpo na laje de cobertura,Auto de Infração,Segurança
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 50,Ausência do macromedidor na saída do reservatório,Auto de Infração,Medição e Aferição
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 49,Ausência de cerca ou muro no perímetro,Auto de Infração,Estrutural
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 48,Ausência de identificação do reservatório,Auto de Infração,Estrutural
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 47,Ausência de guarda-corpo na laje de cobertura,Auto de Infração,Segurança
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 46,Ausência do macromedidor na saída do reservatório,Auto de Infração,Medição e Aferição
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 42,Ausência de guarda-corpo na laje de cobertura,Auto de Infração,Segurança
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 43,Corrosão das armaduras,Auto de Infração,Estrutural
TANQUE D'ARCA,E:49070.0000005092/2023,VAA,NC 45,Ausência de cerca ou muro no perímetro,Auto de Infração,Estrutural
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 01,Ausência de identificação da captação,Auto de Infração,Ausência de Identificação
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 02,Ausência de cerca de proteção,Auto de Infração,Segurança
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 34,Ausência de identificação do reservatório,Sanado,Estrutural
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 35,A escada apresenta corrosão,Sanado,Segurança
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 36,Ausência de guarda-corpo,Sanado,Segurança
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 37,Ausência do macro medidor,Auto de Infração,Medição e Aferição
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 38,Ausência de identificação do poço,Sanado,Ausência de Identificação
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 39,O quadro de força apresenta fiação com remendos,Sanado,Elétrico
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 40,Ausência de identificação do booster,Sanado,Ausência de Identificação
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 41,Ausência de cerca de proteção,Sanado,Segurança
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 32,Ausência de cerca de proteção,Sanado,Segurança
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 31,Ausência do macro medidor,Auto de Infração,Medição e Aferição
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 30,Ausência de guarda-corpo,Auto de Infração,Segurança
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 29,A escada apresenta corrosão,Sanado,Segurança
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 28,Ausência de identificação do reservatório,Sanado,Estrutural
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 27,Necessita de limpeza no terreno,Sanado,Limpeza e Conservação
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 26,Ausência de cerca de proteção,Sanado,Segurança
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 25,Ausência do macro medidor,Auto de Infração,Medição e Aferição
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 24,Ausência de guarda-corpo,Auto de Infração,Segurança
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 23,Ausência da escada de acesso,Auto de Infração,Segurança
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 22,Ausência de identificação do reservatório,Sanado,Estrutural
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 21,Necessita de limpeza no terreno,Sanado,Limpeza e Conservação
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 20,Ausência de cerca de proteção,Sanado,Segurança
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 19,Ausência do macro medidor,Auto de Infração,Medição e Aferição
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 18,Existência de desvio de água,Sanado,Outros
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 17,Ausência de tampa na caixa de proteção,Auto de Infração,Segurança
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 16,Necessita de limpeza no terreno,Auto de Infração,Limpeza e Conservação
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 15,Ausência de identificação do reservatório,Sanado,Estrutural
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 14,Ausência de cerca de proteção,Auto de Infração,Segurança
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 13,Ausência do macro medidor,Auto de Infração,Medição e Aferição
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 12,Ausência de identificação do reservatório,Sanado,Estrutural
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 11,Necessita de limpeza no terreno,Sanado,Limpeza e Conservação
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 10,Ausência de cerca de proteção,Auto de Infração,Segurança
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 09,Ausência do macro medidor,Auto de Infração,Medição e Aferição
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 08,Ausência de identificação da EE,Sanado,Ausência de Identificação
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 07,A bomba apresenta gotejamento,Sanado,Outros
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 06,Solicita-se a apresentação da outorga para lançamento referente ao efluente oriundo da limpeza do sistema,Sanado,Limpeza e Conservação
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 05,Ausência de guarda-corpo,Auto de Infração,Segurança
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 04,Não é realizado o controle do gradiente de velocidade e do tempo de mistura,Sanado,Medição e Aferição
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 03,A medição da vazão não é realizada adequadamente,Sanado,Medição e Aferição
SÃO MIGUEL DOS MILAGRES,E:49070.0000001396/2024,VAA,NC 33,Necessita de limpeza no terreno,Sanado,Limpeza e Conservação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 99,Entulhos no perímetro do Almoxarifado,Sanado,Limpeza e Conservação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 98,Fios Expostos,Sanado,Outros
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 63,Falta do sistema de cloração,Sanado,Estrutural
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 97,Extintor Fora do Prazo de Recarga,Sanado,Segurança
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 96,Ausência de Guarda Corpo no Almoxarifado,Justificado,Segurança
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 95,Portão Danificado,Sanado,Outros
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 94,Ausência da tampa da Caixa de Passagem,Sanado,Outros
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 93,Ausência da placa de identificação,Sanado,Ausência de Identificação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 92,Outorga do lançamento do efluentes,Sanado,Ausência de Licenciamento
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 91,Vegetação alta,Sanado,Limpeza e Conservação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 90,Ausência da placa de identificação,Sanado,Ausência de Identificação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 89,Ausência da placa de identificação,Sanado,Ausência de Identificação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 88,Ausência da placa de identificação,Sanado,Ausência de Identificação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 87,Falta do sistema de cloração,Sanado,Estrutural
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 86,Área desprotegida,Justificado,Outros
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 85,Ausência da placa de identificação,Sanado,Ausência de Identificação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 84,Ausência guarda corpo na laje,Justificado,Segurança
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 83,Ausência da macro medidor,Justificado,Medição e Aferição
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 82,Ausência da placa de identificação,Sanado,Ausência de Identificação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 81,Ausência guarda corpo na laje,Justificado,Segurança
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 80,Ausência da laje de proteção sanitária,Sanado,Segurança
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 79,Ausência da macro medidor,Justificado,Medição e Aferição
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 78,Ausência da placa de identificação,Sanado,Ausência de Identificação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 77,Ausência da macro medidor,Justificado,Medição e Aferição
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 76,Ausência da placa de identificação,Sanado,Ausência de Identificação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 75,Ausência da placa de identificação,Sanado,Ausência de Identificação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 74,Ausência da tampa da caixa de passagem,Sanado,Outros
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 73,Ausência da macro,Justificado,Outros
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 72,Ausência da laje de proteção sanitária,Sanado,Segurança
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 71,Vegetação alta,Sanado,Limpeza e Conservação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 70,Acúmulo de Água,Sanado,Outros
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 69,Ausência da placa de identificação,Sanado,Ausência de Identificação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 68,Acúmulo de Água,Sanado,Outros
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 67,Ausência da placa de identificação,Sanado,Ausência de Identificação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 66,Ausência da macro medidor,Justificado,Medição e Aferição
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 65,Vegetação alta,Sanado,Limpeza e Conservação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 64,Vazamento no poço,Sanado,Hidráulico
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 01,Ausência da tela do tanque de sedimentação,Sanado,Outros
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 02,Ausência da placa de identificação,Sanado,Ausência de Identificação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 03,Ausência da placa de identificação,Sanado,Ausência de Identificação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 04,Fios Expostos,Sanado,Outros
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 05,Armazenamento Inadequado com produtos vencidos,Sanado,Limpeza e Conservação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 06,Equipamento descalibrado,Sanado,Medição e Aferição
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 07,Armazenamento inadequado no almoxarifado,Sanado,Limpeza e Conservação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 08,Armazenamento inadequado na ETA,Sanado,Limpeza e Conservação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 09,Ausência da tampa da caixa de passagem,Sanado,Outros
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 10,Escada deteriorada,Justificado,Segurança
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 11,Vazamento na gaxeta na EEAT,Sanado,Hidráulico
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 12,Falta de ancoragem na EEAT,Sanado,Outros
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 13,Pontos de vazamento,Justificado,Hidráulico
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 14,Armaduras expostas,Justificado,Estrutural
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 15,Ausência de guarda corpo na laje do reservatório,Justificado,Segurança
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 16,Entulhos no perímetro,Sanado,Limpeza e Conservação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 17,Ausência de guarda corpo,Justificado,Segurança
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 18,Ponto de Vazamento,Justificado,Hidráulico
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 19,Ausência da tampa da caixa de passagem,Sanado,Outros
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 20,Ausência da placa de identificação,Sanado,Ausência de Identificação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 21,Ausência guarda corpo na escada e na laje,Justificado,Segurança
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 22,Área desprotegida,Sanado,Outros
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 23,Pilar sem cobrimento,Sanado,Estrutural
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 24,Identificação inadequada,Sanado,Ausência de Identificação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 25,Ausência de guarda corpo,Justificado,Segurança
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 26,Sem Portão,Sanado,Outros
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 27,Pontos de vazamento,Justificado,Hidráulico
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 28,Ausência guarda corpo,Justificado,Segurança
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 29,Vegetação Alta,Sanado,Limpeza e Conservação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 30,Ausência da placa de identificação,Sanado,Ausência de Identificação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 31,Ausência da placa de identificação,Sanado,Ausência de Identificação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 32,Área desprotegida,Sanado,Outros
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 33,Ausência da placa de identificação,Justificado,Ausência de Identificação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 34,Vegetação alta,Justificado,Limpeza e Conservação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 35,Ausência guarda corpo,Justificado,Segurança
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 36,Bloco de ancoragem danificado,Sanado,Outros
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 37,Vegetação alta,Sanado,Limpeza e Conservação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 38,Ausência da placa de identificação,Justificado,Ausência de Identificação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 39,Área desprotegida,Sanado,Outros
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 40,Ausência da placa de identificação,Sanado,Ausência de Identificação
SÃO MIGUEL DOS CAMPOS,E:49070.0000001971/2024,ADS,NC 41,Vazamento na bomba da EEAT,Sanado,Hidráulico
